ID,SalePrice
1868,325920.4
1869,201550.19
1870,247834.88
1871,254050.81
1872,171570.19
1873,239556.62
1874,141546.69
1875,205642.64
1876,189641.56
1877,207465.95
1878,193591.9
1879,126503.58
1880,134780.17
1881,229781.0
1882,249417.8
1883,196506.69
1884,206195.48
1885,258968.14
1886,309065.56
1887,206419.38
1888,287550.75
1889,158583.14
1890,127137.45
1891,141025.25
1892,94551.28
1893,125991.766
1894,118510.23
1895,135978.02
1896,120657.85
1897,114051.27
1898,109070.79
1899,152159.25
1900,152937.72
1901,167629.67
1902,136269.6
1903,207745.11
1904,145178.5
1905,180632.61
1906,157531.33
1907,177935.95
1908,108206.11
1909,139606.94
1910,122056.84
1911,210153.66
1912,306597.53
1913,144063.55
1914,73748.85
1915,321083.25
1916,65193.777
1917,268608.2
1918,135621.75
1919,167054.98
1920,151833.11
1921,424180.9
1922,330166.28
1923,212357.69
1924,223481.17
1925,207314.05
1926,401136.34
1927,133002.78
1928,156319.72
1929,123629.6
1930,131129.2
1931,148949.66
1932,136864.67
1933,178447.31
1934,178850.23
1935,176489.14
1936,190760.39
1937,184558.89
1938,169588.33
1939,229896.95
1940,194134.9
1941,174208.23
1942,190851.92
1943,205538.36
1944,332121.72
1945,388778.0
1946,134032.25
1947,325576.5
1948,177717.88
1949,224550.86
1950,182029.88
1951,265261.9
1952,203863.98
1953,166023.1
1954,184373.64
1955,129567.27
1956,296400.62
1957,161020.86
1958,315300.56
1959,134952.9
1960,118684.414
1961,118035.25
1962,91289.414
1963,99165.664
1964,110118.79
1965,142066.02
1966,145760.61
1967,294712.25
1968,434105.06
1969,399189.3
1970,424998.0
1971,433920.47
1972,367562.84
1973,272465.25
1974,313021.44
1975,487461.12
1976,271807.34
1977,373342.2
1978,365882.75
1979,343763.53
1980,190623.44
1981,351571.8
1982,235465.78
1983,208801.0
1984,164296.19
1985,204810.08
1986,202542.33
1987,190978.81
1988,178538.72
1989,185296.08
1990,216093.66
1991,236226.92
1992,210930.9
1993,169923.11
1994,230184.56
1995,178421.44
1996,236890.61
1997,320004.16
1998,344694.2
1999,254233.33
2000,308943.56
2001,260919.89
2002,225191.2
2003,247489.1
2004,265642.9
2005,218442.1
2006,245938.81
2007,253911.55
2008,213539.86
2009,199403.9
2010,190078.31
2011,125506.08
2012,177511.75
2013,187827.98
2014,185707.19
2015,196669.03
2016,192104.97
2017,194331.62
2018,123930.375
2019,134106.55
2020,113793.9
2021,108435.125
2022,183535.77
2023,140854.4
2024,238529.89
2025,343751.38
2026,173987.89
2027,147044.56
2028,152857.1
2029,173943.42
2030,276493.47
2031,222250.11
2032,248938.72
2033,267655.4
2034,157067.48
2035,210263.9
2036,207986.38
2037,220668.66
2038,309566.75
2039,225148.48
2040,306204.22
2041,282741.16
2042,204268.95
2043,170064.31
2044,170544.58
2045,216126.84
2046,132618.23
2047,148504.14
2048,134433.44
2049,129507.73
2050,180780.81
2051,107161.8
2052,136799.55
2053,145875.2
2054,89916.02
2055,155835.06
2056,140782.42
2057,120923.14
2058,217912.77
2059,127058.67
2060,163868.06
2061,178040.7
2062,134906.6
2063,118891.266
2064,138752.3
2065,115104.63
2066,169817.97
2067,108195.48
2068,112298.6
2069,85517.375
2070,117257.62
2071,92224.06
2072,132235.58
2073,141036.81
2074,189693.86
2075,135536.67
2076,122052.766
2077,146942.22
2078,126140.73
2079,131681.23
2080,111523.34
2081,118260.03
2082,125993.56
2083,142225.03
2084,112206.11
2085,122377.49
2086,126030.21
2087,120425.64
2088,101314.195
2089,81147.805
2090,128205.63
2091,121261.05
2092,124879.266
2093,123531.88
2094,120371.67
2095,149325.12
2096,83236.65
2097,94313.17
2098,145877.98
2099,58300.1
2100,88576.555
2101,112771.58
2102,126044.64
2103,109489.75
2104,121632.24
2105,121426.414
2106,75657.336
2107,217684.48
2108,125257.25
2109,116919.28
2110,129590.25
2111,159435.67
2112,140007.47
2113,118650.0
2114,103137.31
2115,152984.25
2116,124920.12
2117,152037.7
2118,119911.52
2119,103981.93
2120,111806.41
2121,99247.414
2122,116359.1
2123,81074.555
2124,172601.66
2125,124522.25
2126,165547.2
2127,145081.2
2128,128422.23
2129,106123.42
2130,147974.56
2131,146851.31
2132,121684.805
2133,129414.63
2134,122587.625
2135,106239.78
2136,75259.45
2137,110123.62
2138,136536.14
2139,150549.56
2140,140698.94
2141,133364.0
2142,127074.305
2143,139006.19
2144,109652.66
2145,136505.3
2146,167897.48
2147,143378.64
2148,123700.24
2149,137990.75
2150,232116.28
2151,123863.266
2152,160204.47
2153,162767.2
2154,108466.055
2155,131825.11
2156,277862.75
2157,227180.0
2158,227680.61
2159,197666.17
2160,170138.78
2161,241042.81
2162,467680.7
2163,338568.25
2164,252632.61
2165,200398.12
2166,144755.31
2167,221462.22
2168,202975.86
2169,196198.45
2170,213137.62
2171,143629.92
2172,140135.84
2173,156509.31
2174,231126.28
2175,313257.34
2176,331147.6
2177,243143.33
2178,215311.77
2179,136611.05
2180,211242.33
2181,189409.86
2182,221750.47
2183,194686.12
2184,132266.22
2185,105769.9
2186,144920.78
2187,153299.0
2188,155168.03
2189,173050.3
2190,81144.63
2191,83835.414
2192,81413.15
2193,95950.54
2194,100319.0
2195,104842.64
2196,109062.266
2197,115371.69
2198,166266.0
2199,177612.31
2200,137167.17
2201,132945.83
2202,222131.89
2203,155154.27
2204,178926.67
2205,111429.69
2206,129339.99
2207,217362.33
2208,250176.56
2209,214962.56
2210,118105.4
2211,120357.89
2212,114776.88
2213,112523.62
2214,126835.18
2215,110618.53
2216,134869.67
2217,71620.41
2218,83049.914
2219,72717.68
2220,87669.266
2221,318028.47
2222,237981.58
2223,293924.1
2224,208702.25
2225,128925.086
2226,181383.16
2227,194618.36
2228,287684.1
2229,247490.03
2230,158509.97
2231,221722.77
2232,175692.81
2233,160166.42
2234,245488.64
2235,209440.98
2236,293279.8
2237,345421.47
2238,205581.08
2239,115670.91
2240,162090.75
2241,152050.47
2242,128351.81
2243,122756.2
2244,99067.266
2245,93787.93
2246,143394.64
2247,98177.15
2248,121755.84
2249,125656.13
2250,130958.37
2251,99582.94
2252,179710.94
2253,165312.12
2254,188035.72
2255,193235.72
2256,184666.81
2257,195883.42
2258,172165.5
2259,184026.0
2260,159383.84
2261,192625.05
2262,218192.25
2263,350484.16
2264,450951.7
2265,164063.53
2266,293551.8
2267,366597.34
2268,408631.66
2269,156549.61
2270,183727.89
2271,230888.77
2272,196641.86
2273,161552.0
2274,178407.83
2275,171944.81
2276,182012.86
2277,175671.69
2278,144699.14
2279,125092.51
2280,112279.22
2281,170213.75
2282,182532.61
2283,94969.98
2284,108539.62
2285,154964.1
2286,129610.65
2287,330078.12
2288,274458.0
2289,395289.56
2290,441184.34
2291,321523.6
2292,415863.8
2293,470361.28
2294,437220.34
2295,448086.7
2296,272770.25
2297,311517.25
2298,321676.34
2299,392306.9
2300,327609.72
2301,260601.81
2302,232476.08
2303,235595.84
2304,227521.5
2305,169483.22
2306,169001.27
2307,187594.55
2308,219669.83
2309,269316.88
2310,213492.2
2311,188386.8
2312,174294.81
2313,170118.17
2314,161344.12
2315,179078.61
2316,184573.33
2317,183288.1
2318,177326.62
2319,181528.34
2320,195557.17
2321,246421.73
2322,172264.52
2323,181178.64
2324,167661.0
2325,209320.75
2326,164566.39
2327,208234.84
2328,228063.94
2329,187492.8
2330,176276.86
2331,388747.97
2332,393983.28
2333,330027.75
2334,255981.61
2335,257340.06
2336,323170.1
2337,218054.33
2338,291996.06
2339,217888.88
2340,395622.2
2341,208508.1
2342,235440.4
2343,222661.9
2344,218988.17
2345,230584.89
2346,228906.8
2347,209947.14
2348,243774.83
2349,161123.02
2350,279215.88
2351,252679.83
2352,256140.33
2353,226861.55
2354,122124.375
2355,138834.34
2356,148844.14
2357,200209.58
2358,197207.69
2359,117274.73
2360,119094.51
2361,145756.45
2362,270328.7
2363,142786.17
2364,152530.47
2365,224463.5
2366,201882.98
2367,226323.67
2368,204259.22
2369,233191.73
2370,174663.2
2371,174307.61
2372,181984.05
2373,292907.78
2374,306094.75
2375,265873.03
2376,281546.2
2377,371111.84
2378,142525.9
2379,191390.5
2380,137210.34
2381,157704.34
2382,200411.67
2383,204477.31
2384,250165.56
2385,159287.95
2386,135785.98
2387,137949.7
2388,96344.18
2389,128317.29
2390,149446.08
2391,143892.73
2392,113639.37
2393,159928.17
2394,140741.89
2395,210928.3
2396,142960.98
2397,219696.47
2398,130813.57
2399,49221.12
2400,48233.57
2401,113485.69
2402,136140.75
2403,130411.48
2404,145203.98
2405,159856.95
2406,138267.11
2407,130974.35
2408,140476.38
2409,129082.2
2410,166085.81
2411,121102.37
2412,155143.61
2413,131401.36
2414,136359.83
2415,126994.945
2416,131039.31
2417,131199.88
2418,134059.73
2419,124790.69
2420,126157.445
2421,141748.39
2422,114461.09
2423,113387.88
2424,155116.23
2425,171557.42
2426,125546.414
2427,146505.38
2428,171137.3
2429,119108.35
2430,129640.56
2431,105925.05
2432,142810.4
2433,147884.55
2434,140065.7
2435,148708.5
2436,110354.91
2437,107782.6
2438,127745.75
2439,112952.07
2440,124432.39
2441,94570.13
2442,101329.766
2443,125421.96
2444,127264.82
2445,85845.945
2446,124378.28
2447,176895.4
2448,138294.67
2449,106084.58
2450,154581.36
2451,125658.78
2452,189740.0
2453,101528.53
2454,125511.11
2455,108580.51
2456,134179.95
2457,126312.87
2458,114136.914
2459,112049.56
2460,134497.56
2461,125948.99
2462,134446.14
2463,122903.805
2464,162932.61
2465,140490.98
2466,113835.58
2467,146196.78
2468,82398.27
2469,82147.27
2470,179739.22
2471,201275.12
2472,157519.45
2473,120936.41
2474,93273.97
2475,223474.55
2476,112566.99
2477,130672.68
2478,155325.56
2479,101611.45
2480,157621.48
2481,121292.97
2482,129725.41
2483,115495.984
2484,120219.2
2485,121855.75
2486,157932.95
2487,168259.44
2488,163833.83
2489,148814.33
2490,151231.94
2491,91120.94
2492,182722.28
2493,144661.33
2494,155394.45
2495,80956.95
2496,247313.06
2497,148514.05
2498,108656.66
2499,98545.33
2500,127236.31
2501,132549.72
2502,147057.03
2503,96678.555
2504,175818.0
2505,216809.97
2506,262356.6
2507,260892.98
2508,261088.64
2509,214007.95
2510,229647.81
2511,177699.58
2512,210844.62
2513,208178.25
2514,267707.97
2515,148204.2
2516,156942.31
2517,140577.97
2518,145006.22
2519,227155.75
2520,211301.77
2521,190999.94
2522,222118.95
2523,124416.484
2524,139547.19
2525,148322.97
2526,134152.2
2527,117882.586
2528,127474.36
2529,127440.33
2530,122770.836
2531,249381.64
2532,223977.64
2533,195232.75
2534,233006.33
2535,328906.38
2536,233235.33
2537,237321.62
2538,186463.19
2539,188030.52
2540,175078.8
2541,182215.02
2542,155936.16
2543,128228.24
2544,128266.16
2545,138244.44
2546,126444.125
2547,141158.19
2548,149631.33
2549,157479.8
2550,223386.12
2551,143067.1
2552,129201.9
2553,74984.27
2554,104741.016
2555,125854.26
2556,97933.26
2557,111033.484
2558,153419.8
2559,132686.17
2560,133502.2
2561,146367.25
2562,132903.5
2563,147779.1
2564,181437.14
2565,144813.58
2566,146576.78
2567,122145.914
2568,202677.58
2569,220950.62
2570,116790.664
2571,170470.75
2572,175407.53
2573,204513.8
2574,259442.02
2575,128252.586
2576,125624.15
2577,154892.6
2578,89553.26
2579,75121.85
2580,123656.6
2581,133410.19
2582,122318.56
2583,282065.16
2584,163683.77
2585,171559.56
2586,206061.2
2587,200075.77
2588,157962.94
2589,141693.9
2590,212236.02
2591,208103.22
2592,209545.47
2593,262104.5
2594,179437.6
2595,201151.73
2596,329121.28
2597,180038.58
2598,274826.22
2599,277035.38
2600,139527.48
2601,146890.38
2602,84565.5
2603,89364.12
2604,85260.78
2605,79938.42
2606,150444.22
2607,199523.58
2608,192929.33
2609,165167.78
2610,110430.7
2611,127408.85
2612,154007.33
2613,129115.93
2614,126362.88
2615,152701.78
2616,146372.28
2617,166573.42
2618,197139.62
2619,205100.33
2620,185768.12
2621,184322.66
2622,184399.33
2623,243595.19
2624,307094.44
2625,283861.56
2626,169274.53
2627,178930.44
2628,421951.72
2629,520674.25
2630,381139.84
2631,450222.03
2632,386466.84
2633,328079.94
2634,411036.16
2635,153470.0
2636,179556.92
2637,173181.53
2638,262535.53
2639,186797.1
2640,151635.44
2641,109542.586
2642,185287.95
2643,104385.72
2644,125731.06
2645,94791.17
2646,91059.26
2647,97550.44
2648,138629.02
2649,152173.62
2650,150694.08
2651,142222.97
2652,421572.03
2653,237649.56
2654,221557.9
2655,383996.9
2656,322835.25
2657,335029.34
2658,280697.4
2659,323494.78
2660,365648.66
2661,343680.6
2662,342646.78
2663,283649.4
2664,258716.12
2665,333729.25
2666,268519.53
2667,159486.77
2668,177880.83
2669,174211.7
2670,291028.88
2671,183526.31
2672,187986.22
2673,203611.0
2674,197455.92
2675,175942.14
2676,190111.48
2677,190464.06
2678,257116.33
2679,277668.28
2680,294392.03
2681,403698.78
2682,328170.1
2683,506910.28
2684,314388.06
2685,343678.28
2686,239632.72
2687,316870.78
2688,219537.89
2689,212248.97
2690,424346.34
2691,191833.28
2692,117029.484
2693,185452.33
2694,116030.65
2695,189119.06
2696,184024.25
2697,190021.02
2698,198950.12
2699,170856.66
2700,162662.92
2701,149915.72
2702,116035.734
2703,145299.56
2704,143164.12
2705,124386.48
2706,118322.195
2707,124793.79
2708,138940.31
2709,105312.63
2710,126583.71
2711,297497.44
2712,370192.44
2713,169613.56
2714,149235.72
2715,172848.56
2716,144244.33
2717,187716.23
2718,234125.62
2719,154731.8
2720,164803.05
2721,137303.8
2722,157617.72
2723,144578.31
2724,129190.95
2725,132107.38
2726,142730.89
2727,176480.23
2728,175830.75
2729,158067.36
2730,144600.08
2731,123420.734
2732,125552.27
2733,158976.39
2734,138483.0
2735,131753.08
2736,143805.08
2737,122622.586
2738,128017.22
2739,159610.62
2740,135805.67
2741,153808.89
2742,152827.64
2743,147654.02
2744,153134.75
2745,141299.47
2746,137493.67
2747,164927.9
2748,122900.055
2749,133421.5
2750,136896.78
2751,137354.48
2752,201267.83
2753,155035.94
2754,209696.4
2755,126491.76
2756,90748.81
2757,72889.234
2758,82259.54
2759,171291.6
2760,126433.03
2761,147919.95
2762,140045.67
2763,183068.16
2764,154689.31
2765,280169.2
2766,133585.23
2767,91585.375
2768,125832.55
2769,130918.66
2770,145402.69
2771,112544.016
2772,122478.37
2773,133824.45
2774,141659.05
2775,124312.83
2776,138114.89
2777,136940.12
2778,107405.0
2779,116900.66
2780,99970.78
2781,98624.586
2782,94442.96
2783,101110.34
2784,127205.49
2785,131294.5
2786,64725.74
2787,118138.07
2788,73679.26
2789,187957.73
2790,93571.195
2791,116553.34
2792,64445.55
2793,170047.61
2794,97199.05
2795,123099.11
2796,103748.555
2797,193423.25
2798,106812.87
2799,119034.77
2800,71598.35
2801,117986.06
2802,134633.2
2803,160126.88
2804,138881.11
2805,94986.28
2806,76951.29
2807,164833.56
2808,150940.44
2809,133602.44
2810,138720.14
2811,144947.73
2812,146790.97
2813,130598.164
2814,143946.94
2815,97099.266
2816,240549.73
2817,161050.97
2818,126087.92
2819,165546.4
2820,138236.92
2821,106377.97
2822,200380.52
2823,248174.02
2824,166436.86
2825,159856.81
2826,130684.016
2827,136134.77
2828,215985.92
2829,199602.16
2830,229561.53
2831,187272.8
2832,240049.23
2833,282350.72
2834,216772.95
2835,220263.92
2836,192274.33
2837,168234.22
2838,143420.89
2839,178930.6
2840,207386.03
2841,203627.5
2842,219383.44
2843,150767.53
2844,167631.42
2845,117908.34
2846,206052.16
2847,201862.97
2848,224092.4
2849,204254.16
2850,296609.3
2851,232274.19
2852,226443.92
2853,236688.75
2854,139269.45
2855,203171.88
2856,203629.83
2857,188769.14
2858,197137.17
2859,117359.305
2860,123082.44
2861,123639.375
2862,184057.4
2863,121483.63
2864,224658.8
2865,143966.19
2866,132555.53
2867,100564.89
2868,100062.555
2869,102542.19
2870,136779.34
2871,104096.81
2872,50568.7
2873,102324.836
2874,143682.11
2875,110464.414
2876,168428.97
2877,147064.61
2878,179805.38
2879,141051.08
2880,98358.95
2881,150893.97
2882,165814.88
2883,169914.52
2884,195432.81
2885,191688.08
2886,221979.2
2887,102326.695
2888,129594.09
2889,55797.66
2890,86961.39
2891,129841.99
2892,51227.38
2893,106675.63
2894,59919.5
2895,326052.84
2896,278191.28
2897,212403.5
2898,155057.53
2899,218721.02
2900,159618.1
2901,202597.39
2902,179351.89
2903,349199.0
2904,346787.62
2905,92443.41
2906,208046.27
2907,106636.57
2908,133314.28
2909,137614.88
2910,79338.734
2911,84138.734
2912,145954.11
2913,85356.79
2914,77297.28
2915,83317.5
2916,79985.25
2917,174487.89
2918,120838.07
2919,224916.69
